x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,0_13,0_14,0_15,0_16,0_17,0_18,0_19,0_20,Lable,Location
0.8209947347640991,0.5761823654174805,0.7574036717414856,0.520560622215271,0.715433657169342,0.417880654335022,0.7056512236595154,0.3246392011642456,0.7078711986541748,0.25592368841171265,0.7517411708831787,0.3419850468635559,0.7563222646713257,0.285917729139328,0.7590272426605225,0.3615105450153351,0.7600388526916504,0.3814745843410492,0.7998980283737183,0.35086971521377563,0.8086775541305542,0.30336159467697144,0.7998943924903871,0.39475852251052856,0.7944139242172241,0.3993368744850159,0.844402551651001,0.3666005730628967,0.854282557964325,0.332728773355484,0.8368614315986633,0.4158859252929688,0.8280243873596191,0.4212428331375122,0.8881940841674805,0.387388288974762,0.8943599462509155,0.3571767508983612,0.8751814365386963,0.4152253866195679,0.8635921478271484,0.43001458048820496,0.08448432761878702,0.1902697370434944,0.2767274634662471,0.33965063612408863,0.24422211228317786,0.2973820563880558,0.22343670368222365,0.20402632077979,0.22629816915374945,0.2730986742666554,0.18264674981831505,0.17883195226936735,0.2108849297080533,0.2457188040449865,0.1610797963278795,0.15509891901218728,0.2003969956364036,0.23096734281582396,0.16983329377057024,0.15224835286726418,A ,D:\python projects\FINAL\DataSet_Pics\A2.jpg
0.8228618502616882,0.5746878385543823,0.7584206461906433,0.525179386138916,0.7171918749809265,0.4175360798835753,0.7061504125595093,0.3233860731124878,0.7065833806991577,0.2540723383426666,0.7506598234176636,0.3436727523803711,0.7584602832794191,0.2830782234668732,0.7613409757614136,0.3602607250213623,0.7596572041511536,0.3821897506713867,0.7984645962715149,0.3533136248588562,0.8106831908226013,0.3030698597431183,0.801777184009552,0.3938074707984924,0.7937571406364441,0.4006969630718231,0.8426926732063293,0.3701438307762146,0.8554829359054565,0.3346005082130432,0.8393864631652832,0.4169807136058808,0.8293782472610474,0.4230355322360992,0.8862507343292236,0.3907763957977295,0.8960345983505249,0.3557206392288208,0.8796908855438232,0.413591206073761,0.8685826063156128,0.4295729398727417,0.08126349514204116,0.1893748107039696,0.2770814627591001,0.3410498225476932,0.24203533361964136,0.2986364502890713,0.2230780245057348,0.202608837735592,0.22271454485860032,0.2718908717836065,0.18210510863364032,0.17640835828712084,0.20550307213425506,0.2422933375456481,0.15857048934507312,0.1517922443391217,0.1945290965386953,0.2308698452447884,0.1708264155442434,0.15214703859597564,A ,D:\python projects\FINAL\DataSet_Pics\A3.jpg
0.8247204422950745,0.5740374922752379,0.7586914300918579,0.5240157842636108,0.715368390083313,0.418453186750412,0.7039492726325989,0.32250744104385376,0.7068461775779724,0.25364652276039124,0.7540718913078308,0.3450141549110413,0.7591012716293335,0.2850543260574341,0.7620121836662292,0.3631703853607178,0.763080894947052,0.3829292953014374,0.8024484515190125,0.3549560904502869,0.8105329275131226,0.3039526045322418,0.8018503785133362,0.3962660431861877,0.7974317073822021,0.3989824056625366,0.8462913036346436,0.3715466260910034,0.8562087416648865,0.3346021175384521,0.8388656377792358,0.4179244041442871,0.8306183815002441,0.4199663102626801,0.8895485401153564,0.3911803960800171,0.8975425362586975,0.3567681908607483,0.8794151544570923,0.4146751165390015,0.8690758943557739,0.42872294783592224,0.08283720012731605,0.19016925999899728,0.2790215799792289,0.3413864608171521,0.2396724990774533,0.2963395787203028,0.21999377827284536,0.2008028305274756,0.22021058602781726,0.2704572649474127,0.17923651393787365,0.1771692930564589,0.2036365707503751,0.24149702207801235,0.15675261669607685,0.15418402904845446,0.1940087624205266,0.22914843814956964,0.1684870272121371,0.1519332845465894,A ,D:\python projects\FINAL\DataSet_Pics\A4.jpg
0.8243316411972046,0.578248143196106,0.7612468004226685,0.5336465835571289,0.7182256579399109,0.42999523878097534,0.7069166898727417,0.3325102925300598,0.7073278427124023,0.26162466406822205,0.7548080682754517,0.343616396188736,0.7610538601875305,0.288035124540329,0.7655320167541504,0.36695149540901184,0.7666172385215759,0.3831431269645691,0.8026562929153442,0.35170260071754456,0.8127137422561646,0.3060605823993683,0.8038024306297302,0.3999351263046265,0.7981516718864441,0.3969157636165619,0.8460696935653687,0.3682946562767029,0.858104407787323,0.3382427394390106,0.8405396938323975,0.4218696355819702,0.8315507173538208,0.4200444519519806,0.8885270953178406,0.3885124623775482,0.8977744579315186,0.3602258563041687,0.8798428773880005,0.4182815849781037,0.8693861365318298,0.4295975267887116,0.07725927942828488,0.1823112814680401,0.2723478695427853,0.3375504649603045,0.2447153119351889,0.2970314356542193,0.21932548689267173,0.2034623297687139,0.22758010356805275,0.2724353938611538,0.17949089246940847,0.18321250687955834,0.21107583848081,0.24236995192423705,0.15721621612877434,0.15836831433030274,0.20030148503053166,0.23005991591639824,0.16932453186571594,0.1553284047048578,A ,D:\python projects\FINAL\DataSet_Pics\A5.jpg
0.8181272745132446,0.5772830843925476,0.7571339607238771,0.5225239396095276,0.7155528664588928,0.4183037579059601,0.704248309135437,0.32450705766677856,0.7068595886230469,0.2541355192661285,0.7519819736480713,0.3415307104587555,0.757732093334198,0.287719190120697,0.7602930665016174,0.3652734458446503,0.7619027495384216,0.3817850649356842,0.8000061511993408,0.350619375705719,0.809601366519928,0.30600598454475403,0.8002120852470398,0.3972826600074768,0.7952495813369751,0.3972232639789581,0.8446298837661743,0.3680130541324616,0.8548190593719482,0.33676308393478394,0.8368472456932068,0.41961732506752014,0.8288100957870483,0.4204413890838623,0.8875963687896729,0.3900496661663056,0.8940228819847107,0.3631067872047424,0.8751674294471741,0.4208897948265076,0.8649912476539612,0.4318569302558899,0.08196797096656729,0.18919813804007074,0.2772438248956802,0.3417672406338749,0.24485584053063314,0.2957952446803859,0.2197564161828779,0.2034223999961672,0.2273869212286081,0.2714110462176149,0.18088976418042435,0.1815073766336829,0.21094154133852064,0.2433026051983826,0.1587731998308156,0.15720508915957687,0.1997055531533116,0.2272259437444191,0.16647053882346247,0.15279070091308808,A ,D:\python projects\FINAL\DataSet_Pics\A6.jpg
0.8176307678222656,0.5753855705261229,0.7587058544158936,0.5195587873458862,0.7179201245307922,0.41863662004470825,0.7058799862861633,0.3264230787754059,0.7082136869430542,0.25626063346862793,0.7553598284721375,0.3440362811088562,0.7582533955574036,0.2868844270706177,0.7614325284957886,0.3610631823539734,0.7636588215827942,0.3832474052906037,0.8023196458816528,0.3545481860637665,0.8086971044540405,0.3057458996772766,0.8007784485816956,0.3951410949230194,0.7974861860275269,0.4039753675460816,0.8455431461334229,0.3728880286216736,0.8540225028991699,0.33474767208099365,0.8370620012283325,0.4177911877632141,0.8292335867881775,0.4296243190765381,0.8877784013748169,0.3965766727924347,0.8945338129997253,0.35866618156433105,0.8754950165748596,0.4163998961448669,0.8637415170669556,0.4361633956432343,0.08117127041140615,0.18577525632501352,0.2728929450767381,0.33736156129600503,0.2395833124435457,0.2945480981303633,0.22156788615503284,0.19957466152031464,0.2213675243373675,0.2697876246914432,0.1810305820827628,0.1725898660447477,0.20441221915611948,0.24337410821612884,0.15878779017954528,0.1462223233029241,0.1920763192112959,0.22995950058551376,0.16918840368702834,0.1466595212559633,A ,D:\python projects\FINAL\DataSet_Pics\A7.jpg
0.8209489583969116,0.571707010269165,0.7608373761177063,0.5235339403152466,0.7176253199577332,0.4240349233150482,0.7045112848281859,0.33089807629585266,0.7064094543457031,0.26057589054107666,0.7547662258148193,0.3420952558517456,0.7586785554885864,0.2867105007171631,0.7625153064727783,0.3609107136726379,0.7649608254432678,0.3822254538536072,0.8016380667686462,0.3511458933353424,0.80953049659729,0.3052648603916168,0.8012279868125916,0.396125465631485,0.7977121472358704,0.4004514515399933,0.8448021411895752,0.36857739090919495,0.8547015190124512,0.3379957377910614,0.8369569182395935,0.4202175438404083,0.828868567943573,0.4235939383506775,0.8873897194862366,0.3907372653484345,0.8940906524658203,0.35978227853775024,0.8760117292404175,0.4173118472099304,0.86586594581604,0.4313060641288757,0.0770327657097601,0.18022990741187853,0.26748210128429195,0.3315446751971005,0.2389596448329259,0.2917200945001724,0.21874544643489569,0.1975801894251981,0.22140487085557534,0.2666867085200147,0.17668558384198524,0.17282481242163894,0.20452534461691185,0.2361359655610303,0.1523329026087087,0.14832465165474898,0.19278076488800186,0.22419143456140767,0.16392002656494442,0.14741085928756592,A ,D:\python projects\FINAL\DataSet_Pics\A8.jpg
0.820259690284729,0.5697988867759705,0.7554210424423218,0.52023845911026,0.7155756950378418,0.41403403878211975,0.7069926261901855,0.32080507278442383,0.7082294821739197,0.25348031520843506,0.7522892951965332,0.3420162796974182,0.758229672908783,0.28076079487800604,0.7636353969573975,0.355993926525116,0.7641664147377014,0.38107696175575256,0.8003727197647095,0.35197702050209045,0.8130146861076355,0.302644282579422,0.8053367733955383,0.3926503360271454,0.7973046302795409,0.4001141786575317,0.8442221283912659,0.369601309299469,0.8582434654235841,0.33494502305984497,0.8411532044410706,0.41730934381484985,0.8294814825057983,0.424430251121521,0.8861250877380371,0.39154401421546936,0.8972089290618896,0.3584936857223511,0.8799718618392944,0.4162432253360748,0.8673651814460754,0.43253642320632935,0.08161057679271612,0.18767372413685865,0.2735458777146063,0.3355714622071985,0.2377075739137219,0.29561925110465376,0.2211761099727752,0.1968817425383357,0.21872781492873786,0.2672528252964608,0.177775989607401,0.1712303563889345,0.2016265569498954,0.2379056629762973,0.15391426069826245,0.14566084471746224,0.19003433945801146,0.22488013104917687,0.1647570471694783,0.14512033352621104,A ,D:\python projects\FINAL\DataSet_Pics\A9.jpg
0.8244066834449768,0.5697212219238281,0.7576712369918823,0.5199730396270752,0.7165467739105225,0.4139662384986877,0.7073100805282593,0.31774085760116577,0.7068656086921692,0.2504887580871582,0.7562779188156128,0.34111109375953674,0.7635529637336731,0.2811548113822937,0.7677819132804871,0.358419269323349,0.7676687836647034,0.3806175291538239,0.802638053894043,0.3496544659137726,0.8133047223091125,0.3025338351726532,0.805164098739624,0.3926373422145844,0.7985502481460571,0.3952519297599793,0.844913899898529,0.366066038608551,0.8574748635292053,0.335207462310791,0.8418849110603333,0.41579440236091614,0.8323266506195068,0.4183845520019531,0.8863717317581177,0.3856081962585449,0.8965953588485718,0.3556874096393585,0.8807026743888855,0.4117880165576935,0.8709362745285034,0.4251527786254883,0.0832376204316582,0.18945546956091405,0.27785917011827604,0.3401841710328037,0.2385458431187117,0.2949131202498921,0.21875758219763816,0.19743200320801216,0.2211407930105052,0.26741793728167185,0.1781262965399006,0.17637485408788206,0.20468507424297444,0.2368337137780944,0.15491595857537555,0.15154376774743386,0.19426083864761606,0.22587978585422194,0.16766674074955448,0.15187178027568354,A ,D:\python projects\FINAL\DataSet_Pics\A10.jpg
0.8325188159942627,0.6013092994689941,0.7689365148544312,0.5530774593353271,0.7245903611183167,0.4604457020759583,0.709758996963501,0.3729817271232605,0.7130429744720459,0.3073471784591675,0.7515608668327332,0.3758623600006104,0.7542726397514343,0.31572091579437256,0.7626591920852661,0.3851519525051117,0.7647683024406433,0.4131796956062317,0.7964150905609131,0.3812969624996185,0.8016238808631897,0.328786700963974,0.8013885021209717,0.4159952700138092,0.7952648997306824,0.4228970408439636,0.8404213190078735,0.39251965284347534,0.8457223176956177,0.3535478413105011,0.8387633562088013,0.4347357451915741,0.8320412039756775,0.4417278468608856,0.883716881275177,0.4089379906654358,0.8857262134552002,0.3702367842197418,0.8759370446205139,0.4284585416316986,0.8706008791923523,0.446418046951294,0.0798061364865875,0.17745733132901675,0.2592362888597227,0.3173140483748519,0.23954229699178786,0.2961134731593729,0.2271659430882427,0.1999571952602333,0.22295494479578776,0.2742682331453674,0.18791057967758693,0.18226022139967524,0.20893914447008044,0.24811302385405,0.16669056142176614,0.15958216733004438,0.1990677330440641,0.2371192409910721,0.17822044512897167,0.15950405525855846,A ,D:\python projects\FINAL\DataSet_Pics\A11.jpg
